month,temperature,rainfall,humidity,cases,outbreak
7,26.219625418600973,175.4035497137034,94.67875027119152,648.0,1
4,34.56880291023136,139.01257210022385,56.03476491162686,42.0,0
11,17.02141536442331,188.90641656597998,85.38063442073846,98.0,0
8,33.5348923950463,219.78251847042253,96.78040694409583,288.0,1
5,16.280030255210434,236.00633224316695,52.50553419415864,92.0,0
7,34.37322281185818,186.36841739579916,82.7453062700773,294.0,1
10,16.187615991113795,252.4977235650561,72.47139878244946,106.0,0
3,15.419577072852304,49.44731724642703,77.80041225798666,57.0,0
7,31.030113634427696,74.19387181578348,54.09638415124759,275.40000000000003,1
11,37.93687729967307,286.55725142599454,52.06433368961309,88.0,0
11,35.62203604840248,112.88479224624531,82.00959970644425,40.0,0
8,28.24796360953018,8.012838741642087,89.51885263139445,275.40000000000003,1
5,36.10009910096723,53.82690238381088,87.53673607678243,41.0,0
4,15.121900147144924,78.26505207370893,76.1026749375794,48.0,0
8,37.426544747738276,335.0630107631055,54.79360741453655,348.0,1
8,26.287221922952043,200.56450012579725,83.02613330412866,550.8000000000001,1
3,31.62661022230084,326.4557591666892,61.61066641059901,169.20000000000002,0
6,33.87981388252711,201.3071726738187,93.7312977328344,312.0,1
5,31.524517229240733,167.77405404824813,90.23673725819384,151.20000000000002,0
2,27.305844837032943,109.80469191793361,84.05038242019477,88.2,0
8,25.962248134907476,212.22983055168146,95.54460587989426,561.6,1
12,34.28739885016037,48.71930861613544,51.5082474325411,51.0,0
6,19.716783883437557,314.3915695524471,85.33762040291657,282.0,1
2,37.26386352959739,290.2663417994493,65.85165340814746,106.0,0
12,31.35190701324521,111.13600675685797,93.49116251294554,79.2,0
5,19.588659328781354,333.47913466045304,62.800409439774924,74.0,0
1,31.93368522506523,288.82026859544885,84.79311196712082,176.4,1
12,27.186320533165684,233.2074100422639,92.1270569432375,151.20000000000002,0
10,31.266292199822225,42.616668893846175,51.99952728236876,100.8,0
6,32.65892853318529,167.3819080668253,69.08708382041773,390.0,1
12,17.007674130562535,177.1376441963628,86.59083353705306,80.0,0
9,26.640390996264983,81.39297542788303,71.83610669636418,275.40000000000003,1
1,36.436329871909486,27.98788802575568,62.82812623009258,44.0,0
11,22.374770419668828,271.85327066509245,60.55065674351312,80.0,0
11,28.659311243831674,42.71226824353826,56.31287681198614,95.4,0
10,23.49230107472761,208.00176269662114,91.14221887310154,100.0,0
12,25.448163361039292,327.7572108592812,77.61705935607469,147.6,0
12,27.617871712577525,306.6368174093149,53.66647735958989,158.4,0
3,27.625205537446476,97.2134183122414,68.3638555313905,104.4,0
12,19.639800633595424,298.00702314294284,67.65121523864528,106.0,0
7,30.745145601236167,0.11637714217129225,58.72348115405423,259.2,1
4,17.020966558581108,6.190733364640027,70.90436602266516,36.0,0
9,18.19296978916647,210.89360734500272,65.94076953887055,420.0,1
3,15.062350686529582,127.67937670058532,66.40657786362476,50.0,0
5,17.68400947525867,135.2612944057015,85.47327477382201,47.0,0
3,25.882822624193523,197.55438173760888,60.71664250424942,151.20000000000002,0
7,28.940343264284287,67.1238594571512,80.80927802505707,264.6,1
5,33.26865734922863,74.11437273291742,77.39118194628487,47.0,0
9,17.45408275260903,169.61055545660264,77.26844059221763,384.0,1
7,34.56673158037846,263.98874052035205,81.82435261480524,354.0,1
2,32.157414087620516,216.82421299265567,76.3223377373914,92.0,0
4,24.39592073752609,104.07426688289361,92.20424551262647,34.0,0
9,36.45757554329896,150.61801212812242,82.42784441361246,366.0,1
12,37.79137795851999,59.73266549249944,76.25423606582663,33.0,0
2,19.71504163122446,26.1204350179786,89.82862977380695,34.0,0
10,23.72225745416741,273.94361426045225,79.09503511680703,102.0,0
9,36.308336742563355,92.88559321586811,63.97492389368859,171.0,1
10,31.596720667279374,62.21823574793687,59.94055607247542,70.2,0
5,16.106176811174016,242.06631944926175,57.311733711808586,102.0,0
2,32.974833080282544,216.3180860005151,93.17385020221288,92.0,0
4,34.04264040508231,221.61636910471242,84.08650072630715,86.0,0
12,32.26154426960221,80.11311169631476,94.9941650318874,39.0,0
12,33.38935401114886,81.42593849693834,78.95800667431726,35.0,0
7,33.978051563934336,77.2809204249737,72.7232423117558,165.0,0
12,19.287314696127314,60.81340848180308,52.866391470602686,36.0,0
8,20.420910159494994,229.5032853965797,82.23882951420943,390.0,1
3,29.576446965564077,296.8055598372905,77.9460204688751,183.6,1
1,35.88092100063787,253.51111438683142,97.53002689220583,60.0,0
4,22.272521392819378,277.2327718161901,61.47962133354767,74.0,0
2,28.531053543286305,141.67945017981992,75.47539305376813,75.60000000000001,0
8,30.708587458594046,228.92652838019933,81.24595208566748,604.8000000000001,1
4,25.3948178298779,123.98268415567108,80.9403763876325,64.8,0
2,31.416996461672497,183.926617689024,76.94209006152333,180.0,1
6,35.69235124171998,168.57219628720182,87.29254449570682,300.0,1
6,29.354335516182267,61.91050080034904,59.83909805728719,232.20000000000002,1
10,27.41496442403656,135.4775661174708,84.83010561317195,84.60000000000001,0
4,25.091127533931797,337.33779641882285,79.74725942878828,147.6,0
6,28.28218423084089,87.00309020022972,93.01160536613952,313.2,1
2,23.173336391823106,46.83130769782105,90.66533307361192,42.0,0
10,24.004088534634544,146.50321756837735,65.12705787836256,53.0,0
12,27.232722032828,276.61820755105185,63.25939159880735,140.4,0
2,16.53223958498879,203.7518804229903,97.1193595449175,102.0,0
10,20.267583991270314,238.3411895333856,75.30872868393232,98.0,0
4,27.485534144108406,66.39319686113701,93.50820626789297,70.2,0
8,24.925147292138178,216.63186755270254,57.86628914146314,408.0,1
7,22.654763075987137,113.22513821901582,80.85530791040836,153.0,0
12,31.802630146613932,292.00617808416865,88.87328899330814,158.4,0
9,30.955504970276785,220.25458210375766,95.47497198014945,604.8000000000001,1
8,18.83480747984781,69.59969722135357,66.19232676881713,150.0,0
5,35.20846965358908,22.61583794543015,84.79909615635452,41.0,0
2,26.39474340729121,14.921623250461458,75.86302443390171,66.60000000000001,0
5,32.053600956198046,129.99299867754925,52.91018845119047,45.0,0
8,28.18246953291994,93.04789782900971,83.11998739082928,237.6,1
10,37.94693016624839,226.1315432118778,83.12463479541648,130.0,0
9,32.30527176089292,174.7668422425164,94.66912663263378,306.0,1
12,31.26055060859956,93.10674730188325,73.87099741611067,54.0,0
12,32.907154598167274,52.23322228256164,61.0520441941047,43.0,0
12,18.291943667614802,44.51991694060736,52.1390635255366,41.0,0
9,19.704525642897657,302.6311372491462,69.95082496092347,306.0,1
1,31.423473891143125,85.21728894170353,64.49200160372008,91.8,0
9,26.36157420400984,228.09872676883893,86.53223868914603,583.2,1
7,32.35661171278268,283.7400747951932,67.00485271237024,348.0,1
9,17.367068707115337,214.92845891465763,95.55541742311252,414.0,1
8,27.33907108414568,300.847831076431,96.19088974341363,486.0,1
1,23.71289600780906,137.33780253496607,79.80361233045,45.0,0
12,25.5110050434786,334.6777667271319,94.57569377671439,144.0,0
8,28.89103105766779,46.600751462333925,86.52100853669579,270.0,1
8,26.552631991638194,35.752335380138334,76.24926276680605,264.6,1
11,27.416794653595247,230.54225117260523,58.654780900293346,165.6,0
3,26.18622208589898,329.9908994946416,72.01270128866432,176.4,1
1,24.405969072966343,283.1092115727148,76.92197424140565,82.0,0
8,32.75328555375964,26.745900803318,91.47015587528048,147.0,0
3,15.280670663315023,97.77869987715073,73.10400207371191,52.0,0
3,28.764182127720222,325.6116096932383,93.08838428854192,129.6,0
1,28.0066919884284,88.5704514802746,82.36875099312651,84.60000000000001,0
11,31.4721187188579,273.40964832542176,56.575955026576224,136.8,0
5,28.77767538987851,288.7962685750463,97.75910572760446,158.4,0
10,34.0163730396088,173.40823621134362,75.3071677161878,76.0,0
7,37.05872027497264,135.22211844691043,68.80919822763579,195.0,1
10,22.8780579151065,157.54355134691588,81.63746069453728,90.0,0
9,20.229072609689702,79.43764302787746,55.226879071089876,183.0,1
12,24.742727835671104,311.2868206450955,80.55385504416101,92.0,0
7,21.6223811789417,157.71687985541527,73.9153280239651,366.0,1
9,29.143856052511055,308.86080415963494,69.52035535993198,637.2,1
8,35.97260540338819,36.99271796719593,95.74496101658715,186.0,1
12,18.199672465290423,345.896344850046,75.08190640313856,74.0,0
2,17.31827586936539,155.1455806052664,60.51763901455705,66.0,0
1,20.88835723263423,16.740787137936913,72.03024701011034,41.0,0
7,31.70019847943522,13.30764688310922,94.13059541948829,270.0,1
7,28.638146820952898,261.1725401186435,58.452582623868544,529.2,1
8,17.350891277179592,230.66243697128826,60.26993785703537,366.0,1
5,36.131262011997165,280.74569534465564,50.62541925234002,80.0,0
3,33.17194665385399,36.87863688348209,50.681122370996825,42.0,0
12,15.529519910115663,12.449803462441922,89.8107980940086,46.0,0
8,29.98144585272966,178.00275130665247,85.14188512846188,648.0,1
6,32.73867337595397,135.65833101896933,67.041970709694,165.0,0
11,23.612013503569706,161.68142783483452,83.5189355469235,68.0,0
3,16.585195405446033,347.0559431045959,68.96988446287857,74.0,0
