month,temperature,rainfall,humidity,cases,outbreak
2,33.5178401442706,293.34044026440176,56.391281682448415,195.0,1
4,23.360048525602824,99.7492987592712,66.37402497878213,37.0,0
9,28.309239822673216,273.9213205496478,94.62930770077965,135.0,0
4,31.008625276311385,69.13961726367795,91.24100704329484,80.0,0
10,37.510499862295354,192.58379769169915,85.04000110299371,304.0,1
10,37.55481216465523,112.09331454241382,85.8333813673475,368.0,1
8,34.4061421409899,88.37269888731525,86.97350064736135,54.0,0
5,18.77345382506703,248.46147422542964,96.47451882132887,77.5,0
11,30.65154921987913,374.91752020196765,91.61641070153253,840.0,1
11,35.304836358293144,69.17546677324209,82.42917702919009,352.0,1
10,18.380336984793992,197.54398687631198,84.29147915131418,180.0,0
1,30.093061500444723,297.6374032109053,64.40457153068937,165.0,0
7,36.87081120729265,211.94074109073946,83.92202830687599,170.0,0
3,28.43024566852987,332.27358113683584,73.68587654641217,175.0,0
10,18.090336463743867,112.87586055244608,61.730322306652724,192.0,1
8,18.242293883383365,385.8579717597092,90.48172404684928,95.0,0
12,27.165992823102513,184.80691972038917,77.45087239133841,92.0,0
3,21.4101906831686,169.54937153049627,98.00670183433455,38.0,0
1,32.61791445605171,356.11202807610806,67.3938915968791,200.0,1
5,33.59358382793539,247.3534611621183,76.14948494142337,125.0,0
2,21.91335550013383,230.75551966598752,74.7118000054302,92.5,0
11,37.54773234753867,304.4422718349508,60.31429898703347,960.0,1
4,27.72197258953637,252.94198339838164,73.7490722685543,160.0,0
1,21.142609967022324,106.88047566499037,67.6523520825207,31.0,0
9,34.8135351575267,285.9691680027254,62.05410074014512,205.0,1
6,35.379439000369004,96.71410774874496,67.41484569759012,58.0,0
8,32.064500398640064,332.0501968669217,65.26307441572125,180.0,0
11,36.77624217045617,396.40780919929483,87.29923536425864,800.0,1
4,34.222205384674766,182.0856687411717,56.35410784340304,66.0,0
9,37.40852621899379,205.6645643707044,82.16836090818174,220.0,1
2,27.54553706668055,66.25177941898431,88.46909904903868,68.0,0
9,34.44713681818773,54.8066158289024,76.15183208463482,52.0,0
12,39.994534395438976,372.4967672067147,95.98885912034841,190.0,1
5,33.94848634543162,95.01842115371721,86.14675059040755,80.0,0
6,20.51204316521691,206.02256164581462,87.90864065770236,115.0,0
3,29.403011893442027,335.3741183494465,63.66507344739829,135.0,0
4,30.921651407346616,361.26156597491183,89.20100533691922,170.0,0
6,21.832634851570603,231.78918984921367,91.61216838765705,85.0,0
7,39.18361595191683,247.76138374158242,70.89572108986354,150.0,0
1,21.862755107961558,284.3893903621454,64.38797499345074,95.0,0
7,21.9062742336909,386.4838645503003,71.94222988495913,62.5,0
1,38.13367703544021,260.93448633057676,87.54275063600603,215.0,1
5,28.234519528676763,245.8163408097212,73.37611625822292,155.0,0
6,19.390142144039356,55.08694734309674,87.41268250989067,36.0,0
2,31.16012499864763,78.33239570782463,59.99683980301165,66.0,0
10,31.240179669927052,252.01006931839868,90.46451526149332,800.0,1
9,19.41901669110436,377.6841357325211,66.14112919226372,92.5,0
10,39.39549490394056,353.34197193978827,65.95287545944213,640.0,1
6,29.96865923648066,393.9026230472716,80.97676246896987,200.0,1
7,30.315505887954814,234.7419131464459,58.08519401286755,200.0,1
10,29.44253911905268,325.7758284532184,56.157099974125416,1020.0,1
8,31.43609915218164,344.14011602126914,66.48526127291177,200.0,1
11,23.81459456102261,276.8110800658016,78.6749722323322,350.0,1
10,24.319309655446496,168.56246647507754,94.93512099391,216.0,1
1,29.24945997551492,214.49245213022806,92.24314775752151,195.0,1
8,35.74708880479875,350.2709752852487,76.57964423652292,175.0,0
4,19.097020682871936,154.49177409375739,56.630287722513685,28.0,0
10,31.27489266884541,373.310095943327,78.5511203236896,860.0,1
8,35.74911913513891,130.43221949793278,86.011006396713,78.0,0
6,21.452179984818997,312.33074530487323,69.92323943110148,80.0,0
11,18.330495923572457,270.69573202100844,59.886785344392806,410.0,1
9,24.879692493112078,312.35980439226677,67.25698994104901,72.5,0
11,30.93916154805116,203.07165035140818,88.94991003658382,920.0,1
4,21.04222981490445,376.4243718938946,70.45472862046645,77.5,0
2,27.37469216139468,271.3652708440171,90.72718559017125,170.0,0
